ObservationID,ObservationDate,Location,Category,Description,RiskLevel,IsNearMiss,IsIncident
OBS_20260311_134643,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134643,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134644,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134644,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134644,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134644,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134644,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134644,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134644,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134644,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134644,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134644,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134645,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134645,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134645,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134645,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134645,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134645,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134645,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134645,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134646,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134646,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134646,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134646,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134646,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134646,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134646,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134647,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134647,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134647,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134647,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134647,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134647,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134647,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134647,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134647,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134647,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134648,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134648,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134648,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134648,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134648,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134648,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134648,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134648,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134648,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134648,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134649,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134649,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134649,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134649,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134649,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134649,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134649,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134649,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134650,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134650,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134650,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134650,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134650,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134650,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134650,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134650,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134650,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134650,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134650,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134651,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134651,2026-03-11,CAM_1,Restricted Zone,Unauthorized entry detected.,High,True,False
OBS_20260311_134651,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134651,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134651,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134651,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134651,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134651,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134651,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134651,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134651,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134651,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134652,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134652,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134652,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134652,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134652,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134652,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134652,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134652,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134653,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134653,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134653,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134653,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134653,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134653,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134653,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134653,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134653,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134653,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134654,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134654,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134654,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134654,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134654,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134654,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134654,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134654,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134654,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134654,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134655,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134655,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134655,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134655,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134655,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134655,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134655,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134655,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134655,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134655,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134655,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134656,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134656,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134656,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134656,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134656,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134656,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134656,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134656,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134656,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134656,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134656,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134657,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134657,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134657,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134657,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134657,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134657,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134657,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134657,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134657,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134658,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134658,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134658,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134658,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134658,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134658,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134658,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134658,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134658,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134658,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134659,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134659,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134659,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134659,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134659,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134659,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134659,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134659,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134659,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134659,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134659,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134659,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134700,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134700,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134700,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134700,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134700,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134700,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134700,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134700,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134700,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134700,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134700,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134701,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134701,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134701,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134701,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134701,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134701,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134701,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134701,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134701,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134701,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134701,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134701,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134702,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134702,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134702,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134702,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134702,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134702,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134702,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134703,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134703,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134703,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134703,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134703,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134703,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134703,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134703,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134704,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134704,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134704,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134704,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134704,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134704,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134704,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134704,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134704,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134704,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134705,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134705,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134705,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134705,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134705,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134705,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134705,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134705,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134705,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134706,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134706,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134706,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134706,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134706,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134706,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134706,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134706,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134706,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134706,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134706,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134706,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134707,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134707,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134707,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134707,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134707,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134707,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134707,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134707,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134707,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134707,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134707,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134708,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134708,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134708,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134708,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134708,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134708,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134708,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134708,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134708,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134708,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134708,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134709,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134709,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134709,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134709,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134709,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134709,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134709,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134709,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134709,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134709,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134709,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134710,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134710,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134710,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134710,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134710,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134710,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134710,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134710,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134710,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134710,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134711,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134711,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134711,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134711,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134711,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134711,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134711,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134711,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134711,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134711,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134711,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134711,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134712,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134712,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134712,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134712,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134712,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134712,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134712,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134712,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134712,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134712,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134712,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134712,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134712,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134713,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
